0.0;-0.167880329
0.005;-0.127487643
0.01;-0.166882875
0.015;-0.205982987
0.02;-0.164685828
0.025;-0.12287281
0.03;-0.160415637
0.035;-0.197187848
0.04;-0.15308132
0.045;-0.108026826
0.05;-0.142016542
0.055;-0.175125176
0.06;-0.127525547
0.065;-0.079494287
0.07;-0.1114041
0.075;-0.143700857
0.08;-0.096866343
0.085;-0.051370429
0.09;-0.087619001
0.095;-0.125905536
0.1;-0.086374298
0.105;-0.049001495
0.11;-0.093597765
0.115;-0.139831589
0.12;-0.107269559
0.125;-0.075426672
0.13;-0.123818528
0.135;-0.172007696
0.14;-0.139638344
0.145;-0.106455938
0.15;-0.152311754
0.155;-0.19715441
0.16;-0.161012354
0.165;-0.123972307
0.17;-0.166162148
0.175;-0.207763304
0.18;-0.169125339
0.185;-0.131090712
0.19;-0.175399128
0.195;-0.224281598
0.2;-0.198075967
0.205;-0.171978432
0.21;-0.215794114
0.215;-0.236444441
0.22;-0.135227082
0.225;0.040307758
0.23;0.246253544
0.235;0.55326332
0.24;0.936402151
0.245;1.148665445
0.25;1.008433038
0.255;0.653138119
0.26;0.324023788
0.265;0.065854084
0.27;-0.171580257
0.275;-0.307526846
0.28;-0.267237199
0.285;-0.187574985
0.29;-0.202834267
0.295;-0.235903042
0.3;-0.194556642
0.305;-0.153996223
0.31;-0.193475525
0.315;-0.232933849
0.32;-0.192362208
0.325;-0.151751672
0.33;-0.191090912
0.335;-0.230365677
0.34;-0.189558267
0.345;-0.148646967
0.35;-0.187605504
0.355;-0.226402512
0.36;-0.185001088
0.365;-0.143358466
0.37;-0.181425878
0.375;-0.219148664
0.38;-0.176466701
0.385;-0.133315215
0.39;-0.169626045
0.395;-0.205329389
0.4;-0.160356074
0.405;-0.114640337
0.41;-0.148123087
0.415;-0.180755563
0.42;-0.13250328
0.425;-0.083350089
0.43;-0.113302159
0.435;-0.142391633
0.44;-0.090679714
0.445;-0.038258907
0.45;-0.065254181
0.455;-0.091822803
0.46;-0.038152719
0.465;0.01554066
0.47;-0.010980763
0.475;-0.037971486
0.48;0.01430517
0.485;0.065585665
0.49;0.03561548
0.495;0.00415856
0.5;0.051006483
0.505;0.095986854
0.51;0.058970468
0.515;0.019876827
0.52;0.058677686
0.525;0.095398426
0.53;0.050117152
0.535;0.002961582
0.54;0.034103895
0.545;0.063753835
0.55;0.012150466
0.555;-0.040446978
0.56;-0.013768634
0.565;0.012456521
0.57;-0.04150824
0.575;-0.095415375
0.58;-0.069039775
0.585;-0.042183997
0.59;-0.094681891
0.595;-0.146400604
0.6;-0.117241052
0.605;-0.087136988
0.61;-0.136052901
0.615;-0.183980978
0.62;-0.150937412
0.625;-0.116958312
0.63;-0.162095469
0.635;-0.206412198
0.64;-0.169979437
0.645;-0.132872232
0.65;-0.175166703
0.655;-0.216937549
0.66;-0.178256085
0.665;-0.139188809
0.67;-0.179796446
0.675;-0.220133413
0.68;-0.18024764
0.685;-0.140180665
0.69;-0.179967948
0.695;-0.219639327
0.7;-0.17921957
0.705;-0.138728964
0.71;-0.178183921
0.715;-0.217597551
0.72;-0.176980209
0.725;-0.136339973
0.73;-0.175683079
0.735;-0.214982718
0.74;-0.174283534
0.745;-0.133585561
0.75;-0.172888836
0.755;-0.212193392
0.76;-0.171499266
0.765;-0.130806491
0.77;-0.170115103
0.775;-0.209425137
0.78;-0.168736626
0.785;-0.128049607
0.79;-0.167364114
0.795;-0.206680181
0.8;-0.165997842
0.805;-0.125317133
0.81;-0.164638088
0.815;-0.20396074
0.82;-0.163285126
0.825;-0.122611277
0.83;-0.16193923
0.835;-0.201269017
0.84;-0.160600673
0.845;-0.119934232
0.85;-0.159269727
0.855;-0.198607193
0.86;-0.157946662
0.865;-0.11728817
0.87;-0.156631748
0.875;-0.195977431
0.88;-0.155325251
0.885;-0.114675242
0.89;-0.154027435
0.895;-0.193381863
0.9;-0.152738552
0.905;-0.112097526
0.91;-0.151458795
0.915;-0.190822342
0.92;-0.150188098
0.925;-0.109555893
0.93;-0.148925361
0.935;-0.18829578
0.94;-0.147665799
0.945;-0.107032988
0.95;-0.146393133
0.955;-0.185739191
0.96;-0.145059784
0.965;-0.104337179
0.97;-0.143544733
0.975;-0.182643904
0.98;-0.141581133
0.985;-0.100300172
0.99;-0.138721007
0.995;-0.176747795
1;-0.134271813
1.005;-0.091177662
1.01;-0.127353206
1.015;-0.162703245
1.02;-0.117166178
1.025;-0.070732084
1.03;-0.103459831
1.035;-0.135490214
1.04;-0.08705198
1.045;-0.038458048
1.05;-0.070090315
1.055;-0.102373144
1.06;-0.055737561
1.065;-0.010580115
1.07;-0.047221739
1.075;-0.085872475
1.08;-0.046607423
1.085;-0.009357688
1.09;-0.053917794
1.095;-0.099968432
1.1;-0.067110986
1.105;-0.034908632
1.11;-0.082928113
1.115;-0.130776683
1.12;-0.098130055
1.125;-0.064749008
1.13;-0.110484365
1.135;-0.15527175
1.14;-0.11911879
1.145;-0.082088161
1.15;-0.124281271
1.155;-0.165834144
1.16;-0.126960802
1.165;-0.088120439
1.17;-0.130352056
1.175;-0.175485186
1.18;-0.145355087
1.185;-0.119433814
1.19;-0.172438493
1.195;-0.214776836
1.2;-0.154587348
1.205;-0.055047355
1.21;0.032469307
1.215;0.221640913
1.22;0.593888592
1.225;0.992900225
1.23;1.193505287
1.235;1.15265036
1.24;0.949036049
1.245;0.624087112
